Gender,Age,Annual Income,Profession,Bought
female,41,52415,Teacher,0
female,52,92804,Teacher,0
male,29,6250,Freelancer,1
female,66,87968,Accountant,0
female,21,120470,Software Engineer,1
male,72,49755,Software Engineer,1
female,55,7140,Teacher,0
male,21,87955,Gamer,1
male,24,25989,Gamer,1
female,30,10679,Software Engineer,1
male,56,132957,Business Professional,0
female,61,78505,Gamer,1
female,41,64096,Software Engineer,1
female,74,92626,Teacher,0
female,35,11796,Student,0
female,63,46691,Freelancer,0
female,25,134820,Software Engineer,1
male,54,5026,Teacher,0
female,22,34547,Freelancer,1
female,28,47932,Gamer,1
female,60,27275,Accountant,0
male,73,12785,Doctor,0
male,44,128761,Freelancer,1
male,33,47480,Gamer,1
female,32,16564,Video Editor,1
male,40,109386,Doctor,0
female,29,12775,Business Professional,0
male,46,65824,Doctor,0
male,60,46552,Accountant,0
male,21,5534,Freelancer,1
male,19,112370,Accountant,0
male,42,138680,Accountant,0
female,40,64579,Teacher,0
female,38,87731,Doctor,0
male,28,56476,Accountant,0
male,25,133039,Student,1
female,75,96453,Accountant,0
male,59,133231,Freelancer,1
female,32,40319,Gamer,1
female,39,68770,Business Professional,0
female,30,130335,Teacher,0
female,66,89311,Business Professional,0
male,27,81247,Software Engineer,1
female,41,108174,Freelancer,1
male,49,56358,Freelancer,1
male,32,126877,Accountant,0
male,27,50379,Business Professional,1
male,38,40773,Teacher,0
male,55,27984,Gamer,1
male,18,51977,Business Professional,1
female,50,22699,Teacher,0
female,68,103792,Accountant,0
female,25,135125,Freelancer,1
female,65,31014,Business Professional,0
female,47,54224,Doctor,0
female,28,118108,Video Editor,1
male,60,60764,Accountant,0
female,63,36297,Gamer,1
female,49,61561,Doctor,0
male,43,110310,Graphic Designer,1
male,19,11895,Video Editor,1
male,21,38288,Freelancer,1
female,59,72814,Video Editor,0
male,46,107813,Accountant,0
male,74,65418,Video Editor,0
male,46,54114,Accountant,0
male,68,139843,Doctor,0
female,38,78880,Doctor,0
female,30,111588,Doctor,0
male,61,137546,Accountant,0
male,41,115295,Teacher,0
male,27,113901,Teacher,0
male,61,91800,Video Editor,0
male,74,44473,Video Editor,0
female,19,43693,Teacher,0
female,65,87817,Teacher,0
female,55,19869,Freelancer,0
male,23,25576,Graphic Designer,1
female,64,6646,Video Editor,0
female,40,77388,Accountant,0
male,23,36690,Video Editor,1
female,24,90835,Teacher,0
male,20,102486,Teacher,0
female,48,29325,Freelancer,1
female,43,25089,Video Editor,0
female,47,54536,Student,0
male,50,40295,Accountant,0
male,70,78446,Student,0
male,55,126632,Doctor,0
male,60,13279,Doctor,0
female,48,25476,Business Professional,0
male,72,80803,Video Editor,0
female,31,130378,Video Editor,1
female,20,80463,Accountant,0
female,49,61784,Graphic Designer,1
female,41,118322,Teacher,0
male,64,89154,Doctor,0
male,56,136506,Student,0
female,74,13400,Graphic Designer,0
male,67,83745,Business Professional,0
female,45,118632,Gamer,1
male,48,134819,Video Editor,1
male,24,112899,Freelancer,1
female,42,100358,Video Editor,0
female,47,28310,Software Engineer,1
male,25,105203,Teacher,0
female,60,128289,Teacher,0
female,61,5186,Gamer,1
female,54,96782,Graphic Designer,1
male,36,50651,Graphic Designer,1
male,25,109547,Gamer,1
male,39,94916,Business Professional,0
female,73,52963,Graphic Designer,0
female,34,62851,Gamer,1
female,33,93088,Accountant,0
male,39,11552,Doctor,0
female,46,31553,Video Editor,0
male,47,104998,Video Editor,1
female,68,58729,Freelancer,0
female,29,118676,Freelancer,1
male,72,25174,Teacher,0
male,54,84844,Gamer,1
female,56,125054,Accountant,0
female,50,95517,Software Engineer,1
male,65,46619,Accountant,0
female,28,134134,Student,0
male,73,132532,Software Engineer,1
female,47,9546,Freelancer,1
female,67,74004,Doctor,0
male,22,122551,Doctor,1
male,22,96596,Doctor,1
male,55,100320,Gamer,1
male,18,63703,Freelancer,1
male,19,12152,Freelancer,1
female,24,92655,Software Engineer,1
female,57,94247,Video Editor,0
male,55,73061,Doctor,0
female,38,45909,Teacher,0
female,42,70232,Software Engineer,1
female,38,40149,Video Editor,0
male,31,119167,Student,1
male,19,16167,Business Professional,1
female,56,74542,Freelancer,0
male,59,134004,Accountant,0
male,74,49009,Video Editor,0
male,68,68709,Gamer,1
male,32,110918,Freelancer,1
male,73,136095,Freelancer,1
male,39,27374,Graphic Designer,1
male,72,38267,Video Editor,0
male,40,88043,Teacher,0
male,46,113551,Gamer,1
male,66,76337,Doctor,0
female,46,50851,Doctor,0
male,65,128783,Student,0
male,45,56678,Doctor,0
female,68,70983,Freelancer,0
male,59,76993,Freelancer,1
male,73,82186,Software Engineer,1
male,65,19609,Software Engineer,1
male,38,67109,Graphic Designer,1
female,57,16162,Graphic Designer,0
female,64,95840,Gamer,1
female,68,90556,Accountant,0
male,37,48243,Freelancer,1
female,32,89304,Doctor,0
male,24,102323,Student,1
female,31,117930,Software Engineer,1
male,20,35264,Graphic Designer,1
male,28,94893,Accountant,0
female,61,118171,Software Engineer,1
male,50,108522,Graphic Designer,1
male,67,60941,Doctor,0
male,19,94882,Accountant,0
female,50,32007,Graphic Designer,1
female,53,59114,Doctor,0
female,39,16561,Video Editor,0
male,72,77856,Student,0
female,49,8278,Video Editor,0
female,49,104965,Accountant,0
male,55,11218,Student,0
female,57,110071,Video Editor,0
female,56,135274,Graphic Designer,0
female,41,123407,Freelancer,1
male,59,76311,Video Editor,0
female,66,76892,Teacher,0
female,46,98004,Business Professional,0
female,36,45609,Gamer,1
female,70,139231,Accountant,0
male,67,6948,Doctor,0
male,66,70157,Student,0
male,55,102263,Software Engineer,1
female,42,128151,Freelancer,1
female,19,123647,Freelancer,1
female,74,124092,Accountant,0
male,71,73255,Video Editor,0
female,70,115324,Software Engineer,1
male,51,104285,Freelancer,1
female,20,132732,Graphic Designer,1
female,45,101879,Doctor,0
male,55,90894,Accountant,0
female,64,102562,Software Engineer,1
male,74,124365,Accountant,0
male,44,18323,Software Engineer,1
male,33,93930,Video Editor,1
female,51,92472,Freelancer,1
male,58,44709,Accountant,0
female,53,76019,Accountant,0
female,58,109809,Doctor,0
male,54,60514,Doctor,0
female,21,72833,Doctor,0
male,70,86147,Teacher,0
male,72,105208,Video Editor,0
male,31,22899,Freelancer,1
female,53,16430,Freelancer,1
male,24,31543,Graphic Designer,1
male,44,131191,Teacher,0
female,54,53686,Freelancer,1
male,39,59677,Doctor,0
male,63,138088,Video Editor,0
male,75,137600,Accountant,0
male,70,127581,Teacher,0
female,25,79426,Accountant,0
female,46,16223,Doctor,0
male,53,66987,Gamer,1
female,64,20240,Teacher,0
female,26,133267,Gamer,1
male,42,24405,Gamer,1
female,74,127398,Freelancer,0
female,18,132776,Teacher,0
female,58,108910,Gamer,1
female,31,23517,Software Engineer,1
female,49,68709,Gamer,1
male,64,123031,Video Editor,0
female,55,91477,Freelancer,0
female,75,103785,Teacher,0
male,73,77798,Teacher,0
female,60,28393,Video Editor,0
male,62,66789,Gamer,1
female,64,44116,Software Engineer,1
male,40,86107,Video Editor,1
female,58,30873,Accountant,0
female,64,60300,Student,0
male,36,89246,Gamer,1
female,63,7268,Software Engineer,1
male,42,48379,Software Engineer,1
female,26,30694,Teacher,0
male,41,104916,Graphic Designer,1
female,66,122945,Accountant,0
female,60,102775,Student,0
male,60,14407,Graphic Designer,1
female,64,137552,Doctor,0
female,31,107617,Doctor,0
male,66,130176,Business Professional,0
female,28,17012,Doctor,0
male,36,104089,Student,0
male,48,85243,Video Editor,1
male,52,124818,Teacher,0
male,34,117487,Software Engineer,1
male,63,117900,Freelancer,1
female,32,18417,Graphic Designer,1
female,28,23155,Teacher,0
male,26,101042,Accountant,0
female,52,21965,Video Editor,0
male,56,116685,Teacher,0
male,34,74378,Doctor,1
female,53,128995,Graphic Designer,1
male,75,43483,Gamer,1
male,62,132012,Software Engineer,1
male,29,38031,Freelancer,1
male,73,52680,Video Editor,0
female,58,139936,Freelancer,0
male,64,138471,Student,0
male,47,134025,Accountant,0
female,61,41464,Video Editor,0
female,35,45376,Teacher,0
female,33,82140,Freelancer,1
male,47,84160,Teacher,0
male,32,23580,Freelancer,1
male,52,76487,Software Engineer,1
female,31,74812,Accountant,0
male,71,123323,Business Professional,0
female,63,6456,Gamer,1
male,35,66891,Student,0
male,50,28781,Graphic Designer,1
female,51,55974,Freelancer,1
male,28,111942,Accountant,0
male,53,41973,Doctor,0
female,60,117213,Doctor,0
male,42,129822,Teacher,0
male,56,5668,Business Professional,0
male,35,60096,Video Editor,1
female,33,34576,Graphic Designer,1
female,64,127408,Video Editor,0
male,51,68726,Accountant,0
female,69,25427,Doctor,0
female,21,134145,Video Editor,1
female,54,5983,Freelancer,0
male,49,3808,Graphic Designer,0
female,68,28822,Student,0
male,45,57540,Graphic Designer,1
male,48,133557,Teacher,0
male,75,54156,Freelancer,1
female,48,109889,Software Engineer,1
female,57,86630,Gamer,1
female,34,72015,Graphic Designer,1
female,72,33185,Graphic Designer,0
female,36,11691,Student,0
female,27,127927,Gamer,1
male,41,113269,Teacher,0
male,37,83781,Gamer,1
male,20,56962,Business Professional,1
male,27,85073,Doctor,1
male,57,104508,Business Professional,0
male,28,61846,Graphic Designer,1
male,57,16297,Business Professional,0
female,19,41818,Software Engineer,1
female,38,32023,Student,0
male,39,97218,Student,0
male,39,59723,Gamer,1
female,30,96862,Software Engineer,1
female,43,21729,Graphic Designer,1
female,62,104041,Business Professional,0
female,49,63214,Business Professional,0
male,57,100596,Doctor,0
male,64,16811,Graphic Designer,1
male,34,15314,Accountant,0
male,45,137313,Doctor,0
male,50,49131,Doctor,0
female,70,49013,Teacher,0
male,27,119832,Freelancer,1
male,69,31092,Graphic Designer,1
male,55,41762,Graphic Designer,1
male,18,114999,Accountant,0
male,38,61265,Freelancer,1
female,61,106203,Gamer,1
female,21,122606,Accountant,0
male,18,80121,Gamer,1
male,47,14469,Gamer,1
male,47,42884,Graphic Designer,1
male,75,51186,Accountant,0
male,30,29318,Student,1
female,43,22690,Teacher,0
male,54,69213,Video Editor,1
male,21,115495,Gamer,1
female,21,76196,Freelancer,1
male,61,36169,Software Engineer,1
female,68,30843,Student,0
female,25,51398,Student,0
male,20,5441,Graphic Designer,1
female,51,17390,Graphic Designer,1
male,65,34061,Freelancer,1
male,45,9993,Student,0
male,32,65609,Business Professional,1
female,45,61809,Business Professional,0
male,48,19129,Doctor,0
female,25,14477,Freelancer,1
male,63,117603,Teacher,0
female,42,60928,Doctor,0
female,19,13574,Accountant,0
female,38,38350,Doctor,0
female,26,74323,Graphic Designer,1
female,26,100213,Graphic Designer,1
female,47,40883,Gamer,1
female,41,81451,Student,0
male,30,35119,Accountant,0
male,62,47995,Software Engineer,1
female,69,80456,Freelancer,0
male,73,56177,Student,0
female,18,12625,Gamer,1
male,47,82995,Student,0
male,60,82408,Student,0
female,21,60859,Teacher,0
female,25,117536,Video Editor,1
female,37,108697,Business Professional,0
female,42,82764,Gamer,1
female,40,74419,Teacher,0
male,51,45945,Doctor,0
male,23,88784,Freelancer,1
male,47,53434,Business Professional,0
male,75,133332,Business Professional,0
female,55,109531,Accountant,0
female,56,91677,Doctor,0
male,70,130909,Video Editor,0
female,67,68147,Gamer,1
female,37,61143,Student,0
male,44,45192,Video Editor,1
male,42,106553,Student,0
female,30,88151,Freelancer,1
female,58,135460,Freelancer,0
female,23,88012,Video Editor,1
male,57,104579,Teacher,0
female,25,11274,Gamer,1
female,35,69003,Doctor,0
male,26,43054,Gamer,1
female,43,54840,Accountant,0
female,46,96310,Doctor,0
female,34,138329,Gamer,1
male,40,52857,Business Professional,0
female,61,108451,Freelancer,0
female,38,121567,Gamer,1
female,62,57152,Business Professional,0
female,22,21352,Accountant,0
male,63,49517,Gamer,1
female,30,82293,Gamer,1
female,53,62604,Gamer,1
male,33,116150,Video Editor,1
female,26,38229,Accountant,0
female,32,123571,Accountant,0
female,68,54221,Gamer,1
male,25,79578,Graphic Designer,1
male,25,85386,Student,1
male,48,5371,Software Engineer,1
male,51,71548,Accountant,0
female,41,120659,Teacher,0
female,35,76486,Gamer,1
male,30,27505,Accountant,0
male,44,98820,Software Engineer,1
female,28,16283,Business Professional,0
male,21,9751,Accountant,0
female,47,90790,Doctor,0
male,46,17883,Student,0
male,48,89038,Doctor,0
male,53,3772,Business Professional,0
female,31,29932,Teacher,0
male,21,19377,Student,1
male,26,115424,Gamer,1
male,24,101532,Doctor,1
female,32,133227,Software Engineer,1
female,73,16629,Doctor,0
male,36,91842,Video Editor,1
male,30,123481,Accountant,0
male,69,97351,Accountant,0
male,46,114110,Doctor,0
female,34,72648,Video Editor,1
female,38,53501,Video Editor,0
male,60,57249,Business Professional,0
male,68,52794,Graphic Designer,1
male,63,97329,Gamer,1
female,19,82142,Gamer,1
male,65,132611,Business Professional,0
male,49,130685,Gamer,1
female,21,52650,Software Engineer,1
female,44,39150,Freelancer,1
male,67,95035,Software Engineer,1
male,59,131564,Software Engineer,1
male,71,100311,Business Professional,0
male,64,123343,Freelancer,1
female,72,73423,Accountant,0
female,35,124567,Doctor,0
female,32,108980,Student,0
female,49,77436,Accountant,0
female,41,124966,Graphic Designer,1
female,65,48928,Teacher,0
female,73,123850,Doctor,0
male,33,5497,Video Editor,1
female,58,87988,Student,0
male,71,88875,Video Editor,0
female,53,92130,Business Professional,0
male,46,37676,Video Editor,1
female,61,66755,Freelancer,0
male,60,112501,Gamer,1
female,27,34296,Freelancer,1
male,63,63712,Gamer,1
female,70,31598,Gamer,1
male,31,48872,Business Professional,1
female,72,46158,Freelancer,0
male,49,68962,Business Professional,0
female,21,5381,Graphic Designer,1
male,61,124501,Teacher,0
male,40,12752,Freelancer,1
male,55,52858,Video Editor,0
male,46,14144,Student,0
female,53,12824,Software Engineer,1
male,21,11857,Accountant,0
male,34,39478,Business Professional,1
male,22,18086,Student,1
male,70,134172,Graphic Designer,1
female,58,54932,Software Engineer,1
female,21,22934,Graphic Designer,1
male,57,40597,Software Engineer,1
female,73,135900,Software Engineer,1
male,62,101345,Business Professional,0
male,31,75794,Software Engineer,1
female,74,67012,Doctor,0
female,32,32779,Gamer,1
female,48,51523,Gamer,1
female,60,87687,Teacher,0
female,68,28415,Software Engineer,1
female,61,39147,Gamer,1
male,60,119638,Video Editor,0
male,56,8336,Video Editor,0
male,32,7119,Teacher,0
male,63,32126,Doctor,0
male,51,87374,Video Editor,1
male,21,59653,Software Engineer,1
male,25,89870,Freelancer,1
female,65,110134,Software Engineer,1
female,36,139063,Doctor,0
male,22,55373,Business Professional,1
female,60,17740,Doctor,0
male,35,85167,Freelancer,1
male,61,57476,Business Professional,0
female,38,135653,Doctor,0
male,35,102465,Graphic Designer,1
female,26,57938,Gamer,1
female,72,82160,Student,0
male,62,65531,Accountant,0
male,31,9307,Accountant,0
male,41,38453,Business Professional,0
male,21,29795,Doctor,1
female,35,6603,Teacher,0
male,41,6049,Teacher,0
female,71,40814,Student,0
female,55,43084,Accountant,0
male,48,29975,Freelancer,1
male,25,47093,Teacher,0
male,43,48392,Graphic Designer,1
male,32,66233,Teacher,0
female,69,56149,Graphic Designer,0
female,62,83514,Doctor,0
female,23,63847,Teacher,0
male,68,77136,Video Editor,0
female,22,12833,Accountant,0
male,70,115503,Graphic Designer,1
female,74,118168,Doctor,0
female,71,27609,Business Professional,0
female,37,132602,Doctor,0
female,25,101782,Accountant,0
female,70,80077,Business Professional,0
male,70,126971,Doctor,0
female,45,22811,Doctor,0
female,30,119188,Video Editor,1
female,42,49796,Gamer,1
female,30,14507,Gamer,1
female,24,34096,Freelancer,1
male,23,109653,Doctor,1
male,59,107387,Gamer,1
male,37,7076,Teacher,0
female,55,78786,Student,0
female,51,68839,Business Professional,0
male,28,18601,Accountant,0
male,39,21023,Doctor,0
male,43,54802,Graphic Designer,1
male,35,104898,Student,0
female,20,55655,Doctor,0
male,75,101797,Graphic Designer,1
female,68,117902,Teacher,0
male,19,51239,Accountant,0
male,40,72985,Teacher,0
female,28,129903,Software Engineer,1
male,36,65231,Gamer,1
female,43,42049,Doctor,0
male,19,134137,Teacher,0
male,24,47805,Graphic Designer,1
male,27,12290,Graphic Designer,1
female,60,79975,Freelancer,0
male,29,18286,Video Editor,1
male,73,43266,Business Professional,0
female,27,103835,Business Professional,0
female,29,64561,Freelancer,1
male,75,116318,Freelancer,1
female,54,28021,Accountant,0
male,61,11987,Student,0
male,29,49281,Teacher,0
female,44,25270,Teacher,0
male,60,117154,Business Professional,0
female,56,29484,Video Editor,0
female,36,19345,Student,0
male,69,93468,Software Engineer,1
male,59,84832,Business Professional,0
male,50,47793,Freelancer,1
male,56,22065,Freelancer,1
female,55,120364,Student,0
female,56,65241,Graphic Designer,0
male,66,69999,Gamer,1
female,38,109043,Freelancer,1
male,64,64749,Accountant,0
female,46,70509,Student,0
female,18,98908,Software Engineer,1
female,75,43653,Doctor,0
female,53,71037,Freelancer,1
male,75,119667,Software Engineer,1
female,48,13285,Graphic Designer,1
female,28,46359,Doctor,0
female,31,20173,Software Engineer,1
male,67,34206,Teacher,0
female,37,69099,Teacher,0
male,27,138071,Graphic Designer,1
female,66,95871,Student,0
male,69,36447,Software Engineer,1
female,26,29273,Software Engineer,1
male,21,102069,Business Professional,1
male,72,59629,Accountant,0
male,71,95669,Doctor,0
male,21,93603,Freelancer,1
male,25,87045,Doctor,1
female,52,97887,Video Editor,0
male,47,135026,Freelancer,1
male,27,83740,Teacher,0
female,34,58885,Teacher,0
male,33,80601,Gamer,1
female,35,59957,Freelancer,1
female,31,38150,Business Professional,0
female,35,139546,Business Professional,0
male,20,76519,Doctor,1
female,48,116975,Video Editor,0
male,22,101719,Doctor,1
male,34,44792,Graphic Designer,1
male,49,109580,Gamer,1
male,43,130688,Business Professional,0
female,38,118966,Student,0
female,30,68347,Business Professional,0
male,48,114316,Doctor,0
female,70,124313,Graphic Designer,0
female,71,92643,Freelancer,0
male,35,7671,Freelancer,1
female,42,128944,Doctor,0
male,22,111488,Gamer,1
female,59,46755,Doctor,0
male,49,22487,Freelancer,1
male,35,93441,Freelancer,1
female,50,33370,Accountant,0
female,32,63632,Video Editor,1
male,21,89555,Accountant,0
female,46,121800,Software Engineer,1
female,57,117422,Student,0
male,74,69660,Teacher,0
female,23,11547,Doctor,0
female,59,54927,Software Engineer,1
male,46,88490,Video Editor,1
female,36,139675,Software Engineer,1
male,22,41847,Software Engineer,1
male,47,45075,Accountant,0
female,33,116431,Teacher,0
male,37,58531,Student,0
male,40,24380,Doctor,0
female,39,88612,Freelancer,1
female,53,123934,Graphic Designer,1
female,61,18951,Freelancer,0
female,62,114392,Software Engineer,1
female,36,43284,Video Editor,0
male,37,16086,Student,0
female,68,81703,Accountant,0
female,54,48080,Video Editor,0
female,60,45301,Doctor,0
male,18,27793,Doctor,1
female,68,63435,Teacher,0
male,59,136026,Graphic Designer,1
male,48,59236,Video Editor,1
female,21,101226,Gamer,1
male,39,79402,Doctor,0
male,55,12061,Business Professional,0
male,75,118972,Business Professional,0
female,63,34454,Doctor,0
female,36,40017,Accountant,0
female,19,101038,Gamer,1
female,29,33905,Graphic Designer,1
male,21,97767,Doctor,1
male,71,61091,Student,0
female,37,105160,Business Professional,0
male,44,114373,Freelancer,1
female,40,108675,Business Professional,0
male,47,91209,Student,0
female,59,18601,Student,0
female,65,43943,Business Professional,0
male,72,97840,Video Editor,0
female,71,108289,Software Engineer,1
female,55,14131,Software Engineer,1
male,24,138981,Accountant,0
male,59,69996,Student,0
male,44,16171,Student,0
female,21,3917,Teacher,0
male,71,79019,Freelancer,1
female,64,38751,Business Professional,0
male,59,17041,Gamer,1
male,32,131663,Freelancer,1
female,37,80913,Graphic Designer,1
male,21,116650,Graphic Designer,1
female,56,31019,Software Engineer,1
male,73,108691,Freelancer,1
male,74,67230,Software Engineer,1
male,18,15233,Freelancer,1
male,70,66698,Software Engineer,1
male,31,134306,Gamer,1
male,53,45906,Software Engineer,1
male,46,52393,Software Engineer,1
female,54,70981,Accountant,0
female,32,75402,Software Engineer,1
male,67,131916,Teacher,0
female,60,79278,Video Editor,0
male,71,87509,Graphic Designer,1
female,47,136990,Student,0
female,75,81399,Teacher,0
female,19,40219,Business Professional,0
female,62,67586,Software Engineer,1
female,75,42578,Gamer,1
female,30,74364,Accountant,0
male,61,8043,Video Editor,0
male,22,110406,Software Engineer,1
female,23,17663,Student,0
male,35,8347,Business Professional,0
male,18,65415,Teacher,0
female,19,120724,Video Editor,1
male,54,60681,Gamer,1
male,60,38636,Business Professional,0
male,51,102498,Video Editor,1
male,34,100783,Software Engineer,1
female,34,19332,Video Editor,1
female,35,23201,Gamer,1
male,31,6172,Student,0
male,70,14415,Business Professional,0
female,67,7675,Freelancer,0
male,43,115983,Gamer,1
male,74,115828,Student,0
female,31,30638,Doctor,0
male,26,74940,Video Editor,1
male,65,4235,Graphic Designer,0
female,44,103270,Video Editor,0
male,28,89489,Freelancer,1
female,39,84426,Student,0
female,39,57736,Video Editor,0
male,56,48947,Teacher,0
female,67,21601,Graphic Designer,0
male,37,62459,Doctor,0
male,60,65293,Business Professional,0
female,38,116252,Teacher,0
female,61,80115,Student,0
male,53,77198,Business Professional,0
male,68,104510,Business Professional,0
female,54,23094,Business Professional,0
male,61,120241,Software Engineer,1
female,19,39182,Gamer,1
male,25,131795,Accountant,0
female,57,67511,Software Engineer,1
female,58,69481,Business Professional,0
male,34,13932,Business Professional,1
male,71,46000,Graphic Designer,1
female,53,6058,Graphic Designer,0
male,61,81696,Freelancer,1
male,51,138542,Software Engineer,1
female,19,63454,Freelancer,1
female,71,92112,Graphic Designer,0
female,66,84184,Teacher,0
female,33,56098,Business Professional,0
male,48,90453,Doctor,0
female,39,29914,Video Editor,0
male,27,60396,Teacher,0
male,65,87466,Business Professional,0
male,26,99044,Accountant,0
female,75,107847,Business Professional,0
male,46,104215,Business Professional,0
female,65,85638,Graphic Designer,0
male,37,67321,Student,0
female,60,125233,Doctor,0
female,44,90676,Freelancer,1
female,55,117865,Graphic Designer,0
female,62,6100,Video Editor,0
female,21,18217,Software Engineer,1
female,27,16536,Business Professional,0
female,22,121376,Software Engineer,1
male,29,52023,Graphic Designer,1
female,54,37526,Student,0
male,75,40839,Accountant,0
male,21,72198,Business Professional,1
male,68,106349,Accountant,0
male,34,3625,Accountant,0
male,49,103960,Video Editor,1
female,51,53701,Accountant,0
female,75,63282,Software Engineer,1
female,67,97118,Freelancer,0
male,57,4238,Freelancer,0
female,56,74568,Business Professional,0
male,20,30948,Doctor,1
male,49,97562,Accountant,0
female,46,121794,Business Professional,0
male,32,132606,Student,1
female,62,88744,Teacher,0
female,71,22052,Teacher,0
female,19,120121,Teacher,0
male,27,84730,Business Professional,1
male,56,116238,Business Professional,0
female,59,49508,Software Engineer,1
female,19,41298,Accountant,0
male,21,38524,Teacher,0
male,51,29634,Business Professional,0
female,32,110054,Video Editor,1
female,72,30650,Freelancer,0
female,41,15571,Freelancer,1
male,49,63029,Doctor,0
male,71,109682,Gamer,1
female,72,119135,Video Editor,0
male,32,133144,Graphic Designer,1
female,20,72296,Gamer,1
male,49,7935,Graphic Designer,1
male,35,85679,Business Professional,0
male,53,89759,Accountant,0
male,51,77227,Software Engineer,1
male,44,10688,Business Professional,0
female,21,121463,Teacher,0
female,23,77938,Gamer,1
female,52,69901,Teacher,0
female,39,126006,Student,0
female,73,87976,Doctor,0
female,38,79498,Gamer,1
female,51,114926,Doctor,0
male,60,17149,Video Editor,0
female,55,100864,Accountant,0
male,47,115629,Teacher,0
female,20,48268,Graphic Designer,1
female,64,114962,Business Professional,0
male,69,84031,Gamer,1
male,72,39936,Business Professional,0
male,26,3737,Teacher,0
male,32,37489,Doctor,1
female,65,39362,Software Engineer,1
male,65,40081,Accountant,0
male,71,35056,Software Engineer,1
female,62,8872,Accountant,0
female,37,75396,Business Professional,0
female,66,68192,Software Engineer,1
male,43,98978,Teacher,0
female,43,23771,Doctor,0
female,29,27287,Freelancer,1
female,74,56029,Business Professional,0
male,40,110835,Student,0
female,46,96040,Video Editor,0
male,51,61729,Business Professional,0
female,43,37895,Student,0
male,44,77317,Freelancer,1
male,53,132076,Software Engineer,1
female,27,78291,Graphic Designer,1
male,25,138141,Accountant,0
female,34,122572,Freelancer,1
female,41,30739,Software Engineer,1
male,28,114992,Teacher,0
female,68,71358,Gamer,1
male,50,70626,Graphic Designer,1
male,57,40003,Business Professional,0
female,39,107419,Doctor,0
male,62,68652,Doctor,0
female,31,59113,Accountant,0
male,27,33767,Graphic Designer,1
male,65,39405,Freelancer,1
male,38,15401,Software Engineer,1
male,37,64468,Gamer,1
female,41,124693,Video Editor,0
female,48,130033,Accountant,0
female,73,45425,Doctor,0
female,49,108404,Business Professional,0
male,21,107881,Teacher,0
female,68,68384,Student,0
male,75,30923,Software Engineer,1
female,64,31351,Video Editor,0
female,52,54075,Video Editor,0
male,22,94253,Accountant,0
female,67,136706,Student,0
female,46,26288,Freelancer,1
male,38,98567,Student,0
male,34,4573,Video Editor,1
male,35,21288,Gamer,1
male,64,100244,Business Professional,0
female,64,93090,Doctor,0
female,22,139272,Freelancer,1
female,71,13724,Video Editor,0
female,48,99697,Teacher,0
male,73,126577,Graphic Designer,1
male,63,69467,Software Engineer,1
female,67,134208,Gamer,1
female,75,137729,Teacher,0
female,40,21982,Business Professional,0
male,65,57567,Freelancer,1
male,61,26529,Doctor,0
female,68,41213,Business Professional,0
female,48,27327,Business Professional,0
female,26,48029,Teacher,0
male,60,90627,Doctor,0
male,52,119505,Video Editor,1
male,31,99661,Business Professional,1
female,20,41829,Accountant,0
male,39,115315,Software Engineer,1
male,58,16105,Student,0
male,74,93675,Accountant,0
female,64,75263,Software Engineer,1
female,68,92294,Gamer,1
male,57,70248,Accountant,0
male,54,22635,Video Editor,1
male,71,34294,Accountant,0
male,35,131180,Teacher,0
female,34,26072,Doctor,0
male,72,99835,Accountant,0
male,36,96158,Doctor,0
female,54,7020,Video Editor,0
male,28,69345,Freelancer,1
male,29,26466,Doctor,1
female,42,14617,Business Professional,0
female,31,121107,Teacher,0
male,39,42641,Doctor,0
female,18,86124,Video Editor,1
male,27,69027,Doctor,1
female,70,121168,Video Editor,0
male,55,127048,Gamer,1
female,38,63589,Doctor,0
female,49,34068,Gamer,1
female,54,97681,Doctor,0
female,63,113297,Doctor,0
male,74,125207,Doctor,0
female,58,6842,Graphic Designer,0
male,68,31119,Freelancer,1
male,72,43131,Student,0
male,29,96861,Student,1
male,40,70668,Doctor,0
male,69,93383,Student,0
female,23,131343,Business Professional,0
male,37,27636,Software Engineer,1
female,24,63088,Software Engineer,1
female,65,25969,Student,0
male,18,16580,Gamer,1
female,58,135827,Teacher,0
female,32,89964,Student,0
female,58,21181,Video Editor,0
female,20,60384,Student,0
female,70,133663,Business Professional,0
male,72,80124,Gamer,1
female,37,83723,Student,0
male,24,117745,Teacher,0
female,59,78635,Accountant,0
female,66,77625,Gamer,1
male,73,42346,Accountant,0
male,18,97417,Student,1
male,28,71539,Teacher,0
female,22,70080,Gamer,1
male,56,90887,Accountant,0
female,69,51055,Student,0
male,45,8131,Video Editor,1
male,34,3881,Doctor,0
female,18,26169,Teacher,0
male,71,79761,Video Editor,0
female,36,74930,Graphic Designer,1
male,51,89286,Gamer,1
female,18,93112,Software Engineer,1
female,70,65577,Software Engineer,1
female,57,122997,Teacher,0
female,69,13641,Accountant,0
female,32,87747,Accountant,0
female,54,54871,Software Engineer,1
female,69,102401,Business Professional,0
male,61,58571,Student,0
female,46,85030,Software Engineer,1
female,66,120613,Accountant,0
female,28,6178,Video Editor,1
male,29,60326,Gamer,1
male,69,59502,Software Engineer,1
male,29,69038,Freelancer,1
female,22,108586,Video Editor,1
male,62,33489,Freelancer,1
male,70,133469,Gamer,1
female,71,62376,Software Engineer,1
